date,state,epidemiological_week_2020,deaths_total_2019,deaths_total_2020,deaths_covid19,new_deaths_total_2020,deaths_indeterminate_2019,deaths_indeterminate_2020,deaths_others_2019,deaths_others_2020,deaths_pneumonia_2019,deaths_pneumonia_2020,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,deaths_sars_2019,deaths_sars_2020,deaths_septicemia_2019,deaths_septicemia_2020,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2020,new_deaths_sars_2020,new_deaths_septicemia_2020
2020-12-31,AC,53,3382,1518,,0,,,1904,,833,,,,,,396,,,,,,,,
2020-12-31,AL,53,14277,6492,,0,,,8450,,2370,,1396,,,,1944,,,,,,,,
2020-12-31,AM,53,12593,8210,,0,140,,7915,,2076,,614,,,,1815,,,,,,,,
2020-12-31,AP,53,2068,651,,0,,,1094,,387,,209,,,,,,,,,,,,
2020-12-31,BA,53,56380,20065,,0,,,35607,,6232,,6433,,,,7937,,,,,,,,
2020-12-31,CE,53,38005,19322,,0,,,23094,,7092,,2875,,,,4767,,,,,,,,
2020-12-31,DF,53,13942,5639,,0,138,,7052,,3256,,985,,,,2470,,,,,,,,
2020-12-31,ES,53,22914,9414,,0,,,12633,,5129,,1354,,,,3756,,,,,,,,
2020-12-31,GO,53,28538,10757,,0,166,,14896,,6515,,3163,,,,3759,,,,,,,,
2020-12-31,MA,53,16571,8245,,0,,,10954,,2185,,1656,,,,1641,,,,,,,,
2020-12-31,MG,53,114905,44340,,0,2145,,64480,,20252,,10444,,210,,17374,,,,,,,,
2020-12-31,MS,53,14755,5574,,0,,,7902,,3526,,1348,,,,1851,,,,,,,,
2020-12-31,MT,53,11887,4381,,0,30,,9419,,997,,683,,,,738,,,,,,,,
2020-12-31,PA,53,22155,9793,,0,,,12492,,4148,,2531,,,,2754,,,,,,,,
2020-12-31,PB,53,24876,9517,,0,162,,13969,,4623,,2433,,,,3665,,,,,,,,
2020-12-31,PE,53,58123,27097,,0,376,,31380,,8011,,4864,,,,13442,,,,,,,,
2020-12-31,PI,53,12551,3777,,0,,,6645,,2448,,1783,,,,1582,,,,,,,,
2020-12-31,PR,53,63245,24303,,0,384,,36636,,12006,,4946,,,,9150,,,,,,,,
2020-12-31,RJ,53,128985,59565,,0,465,,71885,,23861,,9364,,,,23309,,,,,,,,
2020-12-31,RN,53,14555,5346,,0,,,7861,,3216,,984,,,,2355,,,,,,,,
2020-12-31,RO,53,6893,2757,,0,,,4118,,1081,,676,,,,956,,,,,,,,
2020-12-31,RR,53,2130,934,,0,,,1202,,478,,,,,,,,,,,,,,
2020-12-31,RS,53,83175,29805,,0,618,,47464,,15687,,7146,,,,12173,,,,,,,,
2020-12-31,SC,53,38030,13897,,0,247,,21770,,7206,,3392,,,,5349,,,,,,,,
2020-12-31,SE,53,10827,3980,,0,,,6155,,1684,,878,,,,1998,,,,,,,,
2020-12-31,SP,53,302990,122357,,0,1582,,159556,,72788,,25556,,295,,43213,,,,,,,,
2020-12-31,TO,53,4962,1813,,0,,,3078,,872,,444,,,,508,,,,,,,,
2020-12-30,AC,53,3370,1518,,0,,,1899,,827,,210,,,,,,,,,,,,
2020-12-30,AL,53,14249,6492,,0,,,8428,,2369,,1393,,,,1942,,,,,,,,
2020-12-30,AM,53,12547,8210,,0,,,7887,,2066,,612,,,,1811,,,,,,,,
2020-12-30,AP,53,2061,651,,0,,,,,386,,,,,,,,,,,,,,
2020-12-30,BA,53,56236,20065,,0,,,35517,,6215,,6413,,,,7920,,,,,,,,
2020-12-30,CE,53,37903,19322,,0,,,23028,,7075,,2871,,,,4752,,,,,,,,
2020-12-30,DF,53,13908,5639,,0,137,,7035,,3248,,983,,,,2464,,,,,,,,
2020-12-30,ES,53,22854,9414,,0,,,12600,,5117,,1349,,,,3746,,,,,,,,
2020-12-30,GO,53,28451,10757,,0,,,14847,,6500,,3150,,,,3751,,,,,,,,
2020-12-30,MA,53,16538,8245,,0,129,,10932,,2182,,1651,,,,1638,,,,,,,,
2020-12-30,MG,53,114617,44340,,0,2139,,64316,,20209,,10416,,209,,17328,,,,,,,,
2020-12-30,MS,53,14725,5574,,0,,,7889,,3519,,1343,,,,1846,,,,,,,,
2020-12-30,MT,53,11862,4381,,0,,,9402,,992,,682,,,,,,,,,,,,
2020-12-30,PA,53,22097,9793,,0,192,,12464,,4134,,2524,,,,2745,,,,,,,,
2020-12-30,PB,53,24822,9517,,0,161,,13942,,4608,,2429,,,,3658,,,,,,,,
2020-12-30,PE,53,57965,27097,,0,375,,31286,,7990,,4852,,50,,13412,,,,,,,,
2020-12-30,PI,53,12530,3777,,0,,,6635,,2445,,1779,,,,1578,,,,,,,,
2020-12-30,PR,53,63089,24303,,0,,,36537,,11981,,4937,,123,,9128,,,,,,,,
2020-12-30,RJ,53,128648,59565,,0,462,,71698,,23802,,9339,,101,,23246,,,,,,,,
2020-12-30,RN,53,14505,5346,,0,,,7835,,3204,,981,,,,2346,,,,,,,,
2020-12-30,RO,53,6877,2757,,0,,,4112,,1076,,675,,,,952,,,,,,,,
2020-12-30,RR,53,2125,934,,0,,,1198,,477,,,,,,,,,,,,,,
2020-12-30,RS,53,82928,29805,,0,615,,47328,,15637,,7133,,,,12128,,,,,,,,
2020-12-30,SC,53,37918,13897,,0,,,21710,,7183,,3381,,,,5332,,,,,,,,
2020-12-30,SE,53,10802,3980,,0,,,6145,,1680,,877,,,,1988,,,,,,,,
2020-12-30,SP,53,302199,122357,,0,1576,,159131,,72610,,25504,,293,,43085,,,,,,,,
2020-12-30,TO,53,4948,1813,,0,,,3068,,871,,443,,,,506,,,,,,,,
2020-12-29,AC,53,3356,1518,,0,,,1888,,825,,,,,,,,,,,,,,
2020-12-29,AL,53,14212,6492,,0,,,8403,,2366,,1389,,,,1937,,,,,,,,
2020-12-29,AM,53,12515,8210,,0,,,7866,,2063,,609,,,,1806,,,,,,,,
2020-12-29,AP,53,2060,651,,0,,,1089,,,,,,,,,,,,,,,,
2020-12-29,BA,53,56078,20065,,0,,,35415,,6198,,6394,,81,,7900,,,,,,,,
2020-12-29,CE,53,37809,19322,,0,,,22971,,7054,,2867,,,,4740,,,,,,,,
2020-12-29,DF,53,13870,5639,,0,,,7015,,3241,,980,,,,2457,,,,,,,,
2020-12-29,ES,53,22797,9414,,0,,,12568,,5105,,1348,,,,3734,,,,,,,,
2020-12-29,GO,53,28386,10757,,0,,,14814,,6489,,3143,,,,3737,,,,,,,,
2020-12-29,MA,53,16501,8245,,0,,,10908,,2177,,1648,,,,1635,,,,,,,,
2020-12-29,MG,53,114347,44340,,0,2131,,64160,,20169,,10393,,,,17287,,,,,,,,
2020-12-29,MS,53,14688,5574,,0,,,7873,,3508,,1339,,,,1840,,,,,,,,
2020-12-29,MT,53,11842,4381,,0,,,9387,,988,,681,,,,737,,,,,,,,
2020-12-29,PA,53,22026,9793,,0,,,12429,,4117,,2517,,38,,2734,,,,,,,,
2020-12-29,PB,53,24759,9517,,0,,,13901,,4600,,2427,,,,3647,,,,,,,,
2020-12-29,PE,53,57814,27097,,0,372,,31216,,7971,,4832,,,,13374,,,,,,,,
2020-12-29,PI,53,12494,3777,,0,,,6615,,2437,,1775,,,,1574,,,,,,,,
2020-12-29,PR,53,62910,24303,,0,383,,36442,,11938,,4925,,122,,9100,,,,,,,,
2020-12-29,RJ,53,128340,59565,,0,457,,71531,,23751,,9314,,100,,23187,,,,,,,,
2020-12-29,RN,53,14475,5346,,0,,,7816,,3199,,,,,,2341,,,,,,,,
2020-12-29,RO,53,6865,2757,,0,,,4107,,1074,,672,,,,950,,,,,,,,
2020-12-29,RR,53,2121,934,,0,,,1196,,475,,,,,,314,,,,,,,,
2020-12-29,RS,53,82694,29805,,0,613,,47187,,15595,,7112,,,,12100,,,,,,,,
2020-12-29,SC,53,37821,13897,,0,246,,21651,,7168,,3373,,,,5317,,,,,,,,
2020-12-29,SE,53,10783,3980,,0,,,6131,,1677,,876,,,,1987,,,,,,,,
2020-12-29,SP,53,301413,122357,,0,1571,,158729,,72409,,25427,,292,,42985,,,,,,,,
2020-12-29,TO,53,4932,1813,,0,,,3058,,869,,,,8,,505,,,,,,,,
2020-12-28,AC,53,3350,1518,,0,,,1883,,824,,,,,,395,,,,,,,,
2020-12-28,AL,53,14168,6492,,0,,,8367,,2361,,1388,,,,1935,,,,,,,,
2020-12-28,AM,53,12478,8210,,0,,,7846,,2057,,606,,,,1798,,,,,,,,
2020-12-28,AP,53,2059,651,,0,,,1088,,385,,208,,,,,,,,,,,,
2020-12-28,BA,53,55931,20065,,0,90,,35307,,6183,,6381,,,,7891,,,,,,,,
2020-12-28,CE,53,37703,19322,,0,,,22900,,7040,,2862,,,,4724,,,,,,,,
2020-12-28,DF,53,13828,5639,,0,136,,6993,,3231,,976,,,,2451,,,,,,,,
2020-12-28,ES,53,22748,9414,,0,,,12542,,5092,,1345,,34,,3727,,,,,,,,
2020-12-28,GO,53,28292,10757,,0,164,,14763,,6464,,3133,,,,3729,,,,,,,,
2020-12-28,MA,53,16459,8245,,0,,,10878,,2171,,1645,,,,1632,,,,,,,,
2020-12-28,MG,53,114067,44340,,0,2124,,64000,,20130,,10367,,,,17239,,,,,,,,
2020-12-28,MS,53,14655,5574,,0,85,,7848,,3503,,1337,,,,1839,,,,,,,,
2020-12-28,MT,53,11817,4381,,0,,,9368,,,,680,,,,735,,,,,,,,
2020-12-28,PA,53,21970,9793,,0,,,12400,,4108,,2509,,,,2725,,,,,,,,
2020-12-28,PB,53,24691,9517,,0,160,,13854,,4589,,2426,,,,3638,,,,,,,,
2020-12-28,PE,53,57654,27097,,0,370,,31134,,7945,,4820,,,,13336,,,,,,,,
2020-12-28,PI,53,12473,3777,,0,69,,6604,,2432,,1771,,,,1573,,,,,,,,
2020-12-28,PR,53,62743,24303,,0,382,,36349,,11903,,4908,,,,9081,,,,,,,,
2020-12-28,RJ,53,127988,59565,,0,454,,71340,,23690,,9284,,,,23121,,,,,,,,
2020-12-28,RN,53,14450,5346,,0,,,7805,,3191,,980,,,,2335,,,,,,,,
2020-12-28,RO,53,6839,2757,,0,,,4093,,1068,,670,,,,946,,,,,,,,
2020-12-28,RR,53,2118,934,,0,,,1195,,474,,128,,,,,,,,,,,,
2020-12-28,RS,53,82450,29805,,0,611,,47038,,15552,,7090,,,,12072,,,,,,,,
2020-12-28,SC,53,37720,13897,,0,,,21597,,7143,,3369,,,,5302,,,,,,,,
2020-12-28,SE,53,10755,3980,,0,,,6116,,1672,,873,,,,1982,,,,,,,,
2020-12-28,SP,53,300607,122357,,0,1565,,158306,,72229,,25357,,,,42859,,,,,,,,
2020-12-28,TO,53,4917,1813,,0,,,3050,,865,,440,,,,503,,,,,,,,
2020-12-27,AC,53,3340,1518,,0,,,1877,,822,,209,,,,393,,,,,,,,
2020-12-27,AL,53,14132,6492,,0,,,8337,,2359,,1386,,,,1933,,,,,,,,
2020-12-27,AM,53,12443,8210,,0,,,7824,,2051,,604,,33,,1793,,,,,,,,
2020-12-27,AP,53,2054,651,,0,,,1086,,383,,,,,,362,,,,,,,,
2020-12-27,BA,53,55782,20065,,0,89,,35214,,6162,,6365,,,,7873,,,,,,,,
2020-12-27,CE,53,37594,19322,,0,,,22834,,7015,,2858,,,,4710,,,,,,,,
2020-12-27,DF,53,13792,5639,,0,,,6978,,3218,,973,,,,2447,,,,,,,,
2020-12-27,ES,53,22705,9414,,0,,,12514,,5085,,1343,,,,3722,,,,,,,,
2020-12-27,GO,53,28185,10757,,0,163,,14700,,6444,,3124,,,,3715,,,,,,,,
2020-12-27,MA,53,16413,8245,,0,,,10846,,2167,,1637,,6,,1630,,,,,,,,
2020-12-27,MG,53,113733,44340,,0,2116,,63815,,20079,,10334,,207,,17182,,,,,,,,
2020-12-27,MS,53,14609,5574,,0,,,7820,,3493,,1333,,,,1836,,,,,,,,
2020-12-27,MT,53,11787,4381,,0,,,9342,,985,,678,,,,733,,,,,,,,
2020-12-27,PA,53,21916,9793,,0,,,12365,,4104,,2500,,,,2719,,,,,,,,
2020-12-27,PB,53,24634,9517,,0,,,13825,,4573,,2424,,,,3629,,,,,,,,
2020-12-27,PE,53,57482,27097,,0,368,,31034,,7930,,4800,,49,,13301,,,,,,,,
2020-12-27,PI,53,12446,3777,,0,68,,6591,,2428,,1768,,,,1567,,,,,,,,
2020-12-27,PR,53,62556,24303,,0,381,,36233,,11876,,4891,,,,9055,,,,,,,,
2020-12-27,RJ,53,127730,59565,,0,451,,71196,,23644,,9264,,,,23076,,,,,,,,
2020-12-27,RN,53,14418,5346,,0,,,7784,,3188,,977,,,,2330,,,,,,,,
2020-12-27,RO,53,6818,2757,,0,,,4080,,1066,,668,,,,942,,,,,,,,
2020-12-27,RR,53,2108,934,,0,,,1188,,472,,127,,5,,313,,,,,,,,
2020-12-27,RS,53,82207,29805,,0,,,46901,,15509,,7068,,,,12035,,,,,,,,
2020-12-27,SC,53,37625,13897,,0,,,21541,,7124,,3365,,,,5286,,,,,,,,
2020-12-27,SE,53,10735,3980,,0,,,6106,,1669,,869,,,,1979,,,,,,,,
2020-12-27,SP,53,299821,122357,,0,1558,,157886,,72047,,25296,,291,,42743,,,,,,,,
2020-12-27,TO,53,4905,1813,,0,,,3043,,863,,,,,,502,,,,,,,,
2020-12-26,AC,52,3333,1518,,0,,,1873,,821,,,,,,392,,,,,,,,
2020-12-26,AL,52,14104,6492,,0,,,8321,,2354,,1384,,,,1928,,,,,,,,
2020-12-26,AM,52,12410,8210,,0,138,,7805,,2044,,601,,,,1790,,,,,,,,
2020-12-26,AP,52,2047,651,,0,,,1083,,380,,,,,,361,,,,,,,,
2020-12-26,BA,52,55644,20065,,0,,,35117,,6146,,6357,,,,7857,,,,,,,,
2020-12-26,CE,52,37481,19322,,0,,,22764,,6991,,2850,,,,4699,,,,,,,,
2020-12-26,DF,52,13751,5639,,0,135,,6956,,3208,,971,,,,2440,,,,,,,,
2020-12-26,ES,52,22619,9414,,0,,,12466,,5062,,1342,,,,3708,,,,,,,,
2020-12-26,GO,52,28119,10757,,0,162,,14665,,6430,,3115,,,,3708,,,,,,,,
2020-12-26,MA,52,16367,8245,,0,,,10821,,2162,,1628,,,,1624,,,,,,,,
2020-12-26,MG,52,113442,44340,,0,2112,,63653,,20026,,10314,,206,,17131,,,,,,,,
2020-12-26,MS,52,14560,5574,,0,,,7798,,3486,,1328,,,,1821,,,,,,,,
2020-12-26,MT,52,11750,4381,,0,,,9314,,982,,675,,,,730,,,,,,,,
2020-12-26,PA,52,21858,9793,,0,191,,12335,,4087,,2495,,,,2713,,,,,,,,
2020-12-26,PB,52,24577,9517,,0,159,,13795,,4561,,2416,,,,3622,,,,,,,,
2020-12-26,PE,52,57329,27097,,0,367,,30954,,7912,,4787,,,,13261,,,,,,,,
2020-12-26,PI,52,12409,3777,,0,,,6574,,2421,,1761,,,,1562,,,,,,,,
2020-12-26,PR,52,62406,24303,,0,380,,36151,,11850,,4878,,,,9027,,,,,,,,
2020-12-26,RJ,52,127405,59565,,0,447,,71024,,23591,,9236,,99,,23008,,,,,,,,
2020-12-26,RN,52,14378,5346,,0,,,7758,,3183,,975,,,,2323,,,,,,,,
2020-12-26,RO,52,6796,2757,,0,,,4067,,,,665,,,,938,,,,,,,,
2020-12-26,RR,52,2096,934,,0,,,1183,,470,,,,,,310,,,,,,,,
2020-12-26,RS,52,81976,29805,,0,607,,46767,,15469,,7046,,87,,12000,,,,,,,,
2020-12-26,SC,52,37530,13897,,0,243,,21476,,7115,,3357,,,,5273,,,,,,,,
2020-12-26,SE,52,10704,3980,,0,89,,6086,,1664,,,,,,1974,,,,,,,,
2020-12-26,SP,52,299049,122357,,0,1555,,157460,,71877,,25226,,,,42641,,,,,,,,
2020-12-26,TO,52,4891,1813,,0,,,3034,,859,,,,,,501,,,,,,,,
2020-12-25,AC,52,3326,1518,,0,,,1869,,819,,208,,,,,,,,,,,,
2020-12-25,AL,52,14059,6492,,0,106,,8295,,2345,,1378,,,,1924,,,,,,,,
2020-12-25,AM,52,12375,8210,,0,,,7786,,2035,,599,,,,1786,,,,,,,,
2020-12-25,AP,52,2041,651,,0,,,1082,,377,,,,7,,359,,,,,,,,
2020-12-25,BA,52,55489,20065,,0,88,,35019,,6128,,6335,,79,,7840,,,,,,,,
2020-12-25,CE,52,37396,19322,,0,139,,22709,,6978,,2845,,,,4687,,,,,,,,
2020-12-25,DF,52,13720,5639,,0,,,6940,,3200,,970,,41,,2435,,,,,,,,
2020-12-25,ES,52,22566,9414,,0,,,12437,,5049,,1339,,,,3700,,,,,,,,
2020-12-25,GO,52,28051,10757,,0,,,14638,,6414,,3099,,,,3700,,,,,,,,
2020-12-25,MA,52,16322,8245,,0,,,10788,,2157,,1624,,,,1621,,,,,,,,
2020-12-25,MG,52,113126,44340,,0,2108,,63473,,19974,,10275,,,,17092,,,,,,,,
2020-12-25,MS,52,14522,5574,,0,84,,7777,,3482,,1322,,,,1814,,,,,,,,
2020-12-25,MT,52,11708,4381,,0,,,9283,,978,,,,,,725,,,,,,,,
2020-12-25,PA,52,21793,9793,,0,190,,12293,,4075,,2488,,,,2710,,,,,,,,
2020-12-25,PB,52,24528,9517,,0,,,13766,,4555,,2410,,,,3615,,,,,,,,
2020-12-25,PE,52,57181,27097,,0,365,,30868,,7896,,4776,,,,13228,,,,,,,,
2020-12-25,PI,52,12380,3777,,0,,,6558,,2415,,1756,,,,1560,,,,,,,,
2020-12-25,PR,52,62219,24303,,0,,,36038,,11818,,4861,,,,9004,,,,,,,,
2020-12-25,RJ,52,127059,59565,,0,438,,70829,,23528,,9210,,,,22956,,,,,,,,
2020-12-25,RN,52,14347,5346,,0,,,7737,,3178,,972,,21,,2321,,,,,,,,
2020-12-25,RO,52,6784,2757,,0,,,4058,,1064,,,,,,937,,,,,,,,
2020-12-25,RR,52,2092,934,,0,,,1181,,,,,,,,309,,,,,,,,
2020-12-25,RS,52,81757,29805,,0,604,,46644,,15431,,7028,,,,11964,,,,,,,,
2020-12-25,SC,52,37425,13897,,0,242,,21410,,7099,,3349,,,,5259,,,,,,,,
2020-12-25,SE,52,10675,3980,,0,,,6070,,1658,,868,,,,1968,,,,,,,,
2020-12-25,SP,52,298198,122357,,0,1551,,157003,,71683,,25163,,,,42508,,,,,,,,
2020-12-25,TO,52,4882,1813,,0,,,3028,,858,,438,,,,499,,,,,,,,
2020-12-24,AC,52,3317,1518,,0,,,1863,,818,,,,,,391,,,,,,,,
2020-12-24,AL,52,14031,6492,,0,,,8284,,2339,,1376,,,,1917,,,,,,,,
2020-12-24,AM,52,12328,8210,,0,137,,7759,,2030,,596,,32,,1774,,,,,,,,
2020-12-24,AP,52,2034,651,,0,,,1079,,,,207,,,,357,,,,,,,,
2020-12-24,BA,52,55324,20065,,0,,,34921,,6110,,6312,,,,7816,,,,,,,,
2020-12-24,CE,52,37276,19322,,0,,,22627,,6961,,2835,,,,4677,,,,,,,,
2020-12-24,DF,52,13678,5639,,0,,,6921,,3190,,966,,,,2427,,,,,,,,
2020-12-24,ES,52,22510,9414,,0,,,12407,,5038,,1337,,,,3687,,,,,,,,
2020-12-24,GO,52,27968,10757,,0,161,,14606,,6390,,3088,,,,3684,,,,,,,,
2020-12-24,MA,52,16274,8245,,0,,,10754,,2153,,1620,,,,1615,,,,,,,,
2020-12-24,MG,52,112797,44340,,0,2105,,63295,,19917,,10238,,204,,17038,,,,,,,,
2020-12-24,MS,52,14491,5574,,0,,,7765,,3474,,1319,,43,,1807,,,,,,,,
2020-12-24,MT,52,11676,4381,,0,,,9257,,974,,673,,,,723,,,,,,,,
2020-12-24,PA,52,21718,9793,,0,,,12251,,4059,,2479,,,,2703,,,,,,,,
2020-12-24,PB,52,24456,9517,,0,,,13726,,4542,,2401,,,,3605,,,,,,,,
2020-12-24,PE,52,57008,27097,,0,,,30772,,7875,,4759,,,,13191,,,,,,,,
2020-12-24,PI,52,12345,3777,,0,,,6536,,2410,,1752,,,,1556,,,,,,,,
2020-12-24,PR,52,62048,24303,,0,378,,35933,,11788,,4847,,,,8982,,,,,,,,
2020-12-24,RJ,52,126754,59565,,0,432,,70655,,23476,,9193,,98,,22900,,,,,,,,
2020-12-24,RN,52,14302,5346,,0,118,,7713,,3169,,968,,,,2314,,,,,,,,
2020-12-24,RO,52,6769,2757,,0,,,4048,,,,663,,,,935,,,,,,,,
2020-12-24,RR,52,2088,934,,0,,,1179,,,,,,,,,,,,,,,,
2020-12-24,RS,52,81545,29805,,0,,,46512,,15396,,7016,,86,,11932,,,,,,,,
2020-12-24,SC,52,37341,13897,,0,,,21359,,7087,,3338,,,,5250,,,,,,,,
2020-12-24,SE,52,10644,3980,,0,,,6055,,1652,,,,,,1960,,,,,,,,
2020-12-24,SP,52,297387,122357,,0,1550,,156559,,71510,,25081,,290,,42397,,,,,,,,
2020-12-24,TO,52,4866,1813,,0,,,3017,,857,,436,,,,497,,,,,,,,
2020-12-23,AC,52,3302,1518,,0,,,1851,,816,,,,,,390,,,,,,,,
2020-12-23,AL,52,14003,6492,,0,104,,8269,,2334,,1371,,,,1914,,,,,,,,
2020-12-23,AM,52,12293,8210,,0,,,7744,,2024,,594,,,,1764,,,,,,,,
2020-12-23,AP,52,2030,651,,0,,,1077,,376,,,,,,,,,,,,,,
2020-12-23,BA,52,55172,20065,,0,,,34825,,6099,,6288,,,,7795,,,,,,,,
2020-12-23,CE,52,37164,19322,,0,,,22549,,6948,,2826,,,,4665,,,,,,,,
2020-12-23,DF,52,13645,5639,,0,,,6908,,3181,,963,,40,,2419,,,,,,,,
2020-12-23,ES,52,22441,9414,,0,,,12367,,5023,,1331,,,,3679,,,,,,,,
2020-12-23,GO,52,27890,10757,,0,160,,14559,,6368,,3085,,,,3679,,,,,,,,
2020-12-23,MA,52,16221,8245,,0,127,,10720,,2141,,1619,,,,1609,,,,,,,,
2020-12-23,MG,52,112526,44340,,0,2099,,63149,,19876,,10212,,203,,16987,,,,,,,,
2020-12-23,MS,52,14443,5574,,0,,,7737,,3464,,1314,,,,1803,,,,,,,,
2020-12-23,MT,52,11636,4381,,0,29,,9227,,973,,669,,,,,,,,,,,,
2020-12-23,PA,52,21661,9793,,0,189,,12220,,4048,,2467,,,,2700,,,,,,,,
2020-12-23,PB,52,24388,9517,,0,,,13679,,4534,,2395,,,,3598,,,,,,,,
2020-12-23,PE,52,56827,27097,,0,,,30667,,7851,,4741,,,,13157,,,,,,,,
2020-12-23,PI,52,12322,3777,,0,,,6524,,2408,,1749,,24,,1550,,,,,,,,
2020-12-23,PR,52,61876,24303,,0,372,,35841,,11758,,4830,,,,8955,,,,,,,,
2020-12-23,RJ,52,126440,59565,,0,427,,70486,,23423,,9166,,,,22841,,,,,,,,
2020-12-23,RN,52,14270,5346,,0,,,7697,,3162,,966,,,,2308,,,,,,,,
2020-12-23,RO,52,6747,2757,,0,,,4032,,1061,,660,,,,932,,,,,,,,
2020-12-23,RR,52,2086,934,,0,,,1177,,469,,,,,,307,,,,,,,,
2020-12-23,RS,52,81336,29805,,0,603,,46397,,15352,,7000,,,,11899,,,,,,,,
2020-12-23,SC,52,37253,13897,,0,,,21314,,7063,,3329,,,,5240,,,,,,,,
2020-12-23,SE,52,10621,3980,,0,,,6041,,1648,,,,,,1955,,,,,,,,
2020-12-23,SP,52,296604,122357,,0,1544,,156122,,71342,,25012,,,,42295,,,,,,,,
2020-12-23,TO,52,4853,1813,,0,,,3013,,852,,434,,,,495,,,,,,,,
2020-12-22,AC,52,3296,1518,,0,,,1848,,814,,,,,,389,,,,,,,,
2020-12-22,AL,52,13953,6492,,0,,,8244,,2322,,1368,,,,1905,,,,,,,,
2020-12-22,AM,52,12254,8210,,0,136,,7721,,2017,,593,,,,1756,,,,,,,,
2020-12-22,AP,52,2026,651,,0,,,1074,,375,,206,,,,,,,,,,,,
2020-12-22,BA,52,55011,20065,,0,87,,34724,,6081,,6269,,,,7772,,,,,,,,
2020-12-22,CE,52,37066,19322,,0,138,,22489,,6924,,2820,,,,4657,,,,,,,,
2020-12-22,DF,52,13616,5639,,0,,,6890,,3177,,961,,,,2415,,,,,,,,
2020-12-22,ES,52,22364,9414,,0,,,12319,,5006,,1329,,,,3669,,,,,,,,
2020-12-22,GO,52,27808,10757,,0,,,14527,,6350,,3071,,,,3662,,,,,,,,
2020-12-22,MA,52,16164,8245,,0,126,,10688,,2131,,1611,,,,1603,,,,,,,,
2020-12-22,MG,52,112222,44340,,0,2089,,63005,,19812,,10187,,200,,16929,,,,,,,,
2020-12-22,MS,52,14415,5574,,0,,,7720,,3458,,1313,,,,1799,,,,,,,,
2020-12-22,MT,52,11602,4381,,0,28,,9200,,968,,668,,,,718,,,,,,,,
2020-12-22,PA,52,21599,9793,,0,,,12180,,4039,,2463,,,,2692,,,,,,,,
2020-12-22,PB,52,24316,9517,,0,,,13639,,4524,,2388,,,,3583,,,,,,,,
2020-12-22,PE,52,56653,27097,,0,363,,30569,,7829,,4720,,,,13124,,,,,,,,
2020-12-22,PI,52,12286,3777,,0,,,6506,,2401,,1746,,,,1543,,,,,,,,
2020-12-22,PR,52,61697,24303,,0,,,35728,,11729,,4818,,,,8933,,,,,,,,
2020-12-22,RJ,52,126091,59565,,0,424,,70288,,23352,,9142,,97,,22788,,,,,,,,
2020-12-22,RN,52,14229,5346,,0,117,,7671,,3156,,964,,,,2301,,,,,,,,
2020-12-22,RO,52,6733,2757,,0,,,4025,,1058,,658,,,,,,,,,,,,
2020-12-22,RR,52,2082,934,,0,,,1175,,468,,,,,,,,,,,,,,
2020-12-22,RS,52,81135,29805,,0,601,,46285,,15313,,6981,,,,11870,,,,,,,,
2020-12-22,SC,52,37156,13897,,0,241,,21257,,7046,,3320,,,,5226,,,,,,,,
2020-12-22,SE,52,10598,3980,,0,,,6026,,1642,,866,,,,1953,,,,,,,,
2020-12-22,SP,52,295822,122357,,0,1541,,155708,,71176,,24945,,289,,42163,,,,,,,,
2020-12-22,TO,52,4829,1813,,0,,,3001,,844,,432,,,,493,,,,,,,,
2020-12-21,AC,52,3286,1518,,0,,,1842,,811,,206,,,,388,,,,,,,,
2020-12-21,AL,52,13912,6492,,0,,,8216,,2317,,1366,,,,1899,,,,,,,,
2020-12-21,AM,52,12209,8210,,0,135,,7697,,2009,,592,,,,1745,,,,,,,,
2020-12-21,AP,52,2019,651,,0,,,1072,,,,203,,,,356,,,,,,,,
2020-12-21,BA,52,54857,20065,,0,,,34624,,6071,,6252,,,,7746,,,,,,,,
2020-12-21,CE,52,36972,19322,,0,,,22431,,6905,,2813,,,,4648,,,,,,,,
2020-12-21,DF,52,13587,5639,,0,,,6874,,3169,,959,,,,2412,,,,,,,,
2020-12-21,ES,52,22299,9414,,0,,,12290,,4989,,1324,,,,3655,,,,,,,,
2020-12-21,GO,52,27745,10757,,0,159,,14488,,6339,,3064,,,,3656,,,,,,,,
2020-12-21,MA,52,16117,8245,,0,,,10659,,2124,,1604,,,,,,,,,,,,
2020-12-21,MG,52,111908,44340,,0,2083,,62821,,19773,,10158,,,,16874,,,,,,,,
2020-12-21,MS,52,14383,5574,,0,,,7702,,3452,,1307,,42,,1797,,,,,,,,
2020-12-21,MT,52,11561,4381,,0,,,9172,,964,,,,,,713,,,,,,,,
2020-12-21,PA,52,21521,9793,,0,188,,12131,,4026,,2454,,,,2685,,,,,,,,
2020-12-21,PB,52,24252,9517,,0,,,13610,,4510,,2382,,,,3568,,,,,,,,
2020-12-21,PE,52,56500,27097,,0,,,30483,,7813,,4705,,,,13090,,,,,,,,
2020-12-21,PI,52,12256,3777,,0,,,6492,,2394,,1744,,,,1536,,,,,,,,
2020-12-21,PR,52,61534,24303,,0,369,,35628,,11703,,4811,,,,8903,,,,,,,,
