date,state,epidemiological_week_2020,deaths_total_2019,deaths_total_2020,deaths_covid19,new_deaths_total_2020,deaths_indeterminate_2019,deaths_indeterminate_2020,deaths_others_2019,deaths_others_2020,deaths_pneumonia_2019,deaths_pneumonia_2020,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,deaths_sars_2019,deaths_sars_2020,deaths_septicemia_2019,deaths_septicemia_2020,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2020,new_deaths_sars_2020,new_deaths_septicemia_2020
2020-07-06,GO,28,14596,10757,,0,85,,7816,,3281,,1515,,24,,1875,,,,,,,,
2020-07-06,MA,28,9377,8245,,0,,,6184,,1288,,898,,,,925,,,,,,,,
2020-07-06,MG,28,59621,44340,,0,1100,,33400,,10492,,5313,,,,9215,,,,,,,,
2020-07-06,MS,28,7454,5574,,0,47,,3987,,1761,,712,,,,928,,,,,,,,
2020-07-06,MT,28,5922,4381,,0,,,4675,,514,,,,,,366,,,,,,,,
2020-07-06,PA,28,11560,9793,,0,,,6518,,2194,,1268,,,,1454,,,,,,,,
2020-07-06,PB,28,12997,9517,,0,,,7251,,2420,,1292,,,,1940,,,,,,,,
2020-07-06,PE,28,29733,27097,,0,,,16090,,4174,,2384,,,,6865,,,,,,,,
2020-07-06,PI,28,6830,3777,,0,,,3565,,1358,,1002,,,,856,,,,,,,,
2020-07-06,PR,28,31787,24303,,0,,,18535,,5868,,2465,,,,4667,,,,,,,,
2020-07-06,RJ,28,66990,59565,,0,,,37343,,12566,,4780,,53,,12223,,,,,,,,
2020-07-06,RN,28,7695,5346,,0,73,,4025,,1796,,547,,,,1239,,,,,,,,
2020-07-06,RO,28,3630,2757,,0,,,2163,,571,,354,,,,511,,,,,,,,
2020-07-06,RR,28,1000,934,,0,,,584,,210,,65,,,,139,,,,,,,,
2020-07-06,RS,28,39593,29805,,0,294,,22828,,6974,,3462,,,,6004,,,,,,,,
2020-07-06,SC,28,18833,13897,,0,107,,10836,,3463,,1674,,,,2722,,,,,,,,
2020-07-06,SE,28,5752,3980,,0,46,,3283,,883,,482,,,,1047,,,,,,,,
2020-07-06,SP,28,154969,122357,,0,778,,81130,,37400,,13139,,,,22368,,,,,,,,
2020-07-06,TO,28,2504,1813,,0,,,1570,,409,,,,,,261,,,,,,,,
2020-07-05,AC,28,1725,1518,,0,,,948,,423,,123,,,,210,,,,,,,,
2020-07-05,AL,28,7192,6492,,0,,,4157,,1255,,747,,,,975,,,,,,,,
2020-07-05,AM,28,6524,8210,,0,,,4067,,1070,,324,,,,954,,,,,,,,
2020-07-05,AP,28,1159,651,,0,,,618,,239,,97,,,,,,,,,,,,
2020-07-05,BA,28,28357,20065,,0,,,17854,,3228,,3196,,,,3983,,,,,,,,
2020-07-05,CE,28,20185,19322,,0,,,12071,,3983,,1538,,,,2504,,,,,,,,
2020-07-05,DF,28,6928,5639,,0,,,3462,,1629,,525,,,,1225,,,,,,,,
2020-07-05,ES,28,11660,9414,,0,,,6470,,2573,,693,,,,1901,,,,,,,,
2020-07-05,GO,28,14517,10757,,0,,,7779,,3263,,1507,,,,1861,,,,,,,,
2020-07-05,MA,28,9333,8245,,0,,,6151,,1281,,896,,,,923,,,,,,,,
2020-07-05,MG,28,59315,44340,,0,1093,,33231,,10442,,5279,,101,,9169,,,,,,,,
2020-07-05,MS,28,7404,5574,,0,,,3962,,1748,,707,,,,922,,,,,,,,
2020-07-05,MT,28,5893,4381,,0,,,4649,,512,,345,,,,365,,,,,,,,
2020-07-05,PA,28,11499,9793,,0,,,6480,,2181,,1264,,17,,1448,,,,,,,,
2020-07-05,PB,28,12897,9517,,0,,,7197,,2400,,1281,,,,1925,,,,,,,,
2020-07-05,PE,28,29556,27097,,0,191,,15995,,4148,,2374,,,,6819,,,,,,,,
2020-07-05,PI,28,6799,3777,,0,,,3545,,1353,,1001,,,,851,,,,,,,,
2020-07-05,PR,28,31583,24303,,0,189,,18397,,5838,,2447,,,,4649,,,,,,,,
2020-07-05,RJ,28,66607,59565,,0,,,37133,,12491,,4753,,52,,12153,,,,,,,,
2020-07-05,RN,28,7643,5346,,0,72,,4002,,1786,,542,,,,1226,,,,,,,,
2020-07-05,RO,28,3606,2757,,0,,,2146,,,,352,,,,508,,,,,,,,
2020-07-05,RR,28,996,934,,0,,,583,,209,,64,,,,,,,,,,,,
2020-07-05,RS,28,39300,29805,,0,293,,22652,,6921,,3436,,,,5967,,,,,,,,
2020-07-05,SC,28,18710,13897,,0,,,10760,,3438,,1664,,,,2711,,,,,,,,
2020-07-05,SE,28,5716,3980,,0,,,3261,,877,,480,,,,1042,,,,,,,,
2020-07-05,SP,28,154047,122357,,0,769,,80654,,37158,,13052,,,,22260,,,,,,,,
2020-07-05,TO,28,2493,1813,,0,,,1563,,407,,,,,,259,,,,,,,,
2020-07-04,AC,27,1714,1518,,0,,,942,,421,,,,,,208,,,,,,,,
2020-07-04,AL,27,7148,6492,,0,52,,4128,,1248,,743,,,,971,,,,,,,,
2020-07-04,AM,27,6490,8210,,0,,,4052,,1060,,322,,,,947,,,,,,,,
2020-07-04,AP,27,1152,651,,0,,,616,,237,,,,,,200,,,,,,,,
2020-07-04,BA,27,28169,20065,,0,,,17743,,3207,,3169,,42,,3954,,,,,,,,
2020-07-04,CE,27,20083,19322,,0,,,12009,,3962,,1533,,,,2490,,,,,,,,
2020-07-04,DF,27,6890,5639,,0,,,3443,,1617,,523,,,,1220,,,,,,,,
2020-07-04,ES,27,11595,9414,,0,,,6443,,2554,,687,,,,1888,,,,,,,,
2020-07-04,GO,27,14423,10757,,0,,,7730,,3236,,1498,,,,1852,,,,,,,,
2020-07-04,MA,27,9275,8245,,0,,,6112,,1273,,893,,,,915,,,,,,,,
2020-07-04,MG,27,59014,44340,,0,1091,,33063,,10385,,5247,,,,9129,,,,,,,,
2020-07-04,MS,27,7369,5574,,0,,,3943,,1738,,703,,,,920,,,,,,,,
2020-07-04,MT,27,5857,4381,,0,,,4621,,507,,343,,,,364,,,,,,,,
2020-07-04,PA,27,11438,9793,,0,109,,6443,,2174,,1256,,16,,1440,,,,,,,,
2020-07-04,PB,27,12827,9517,,0,80,,7160,,2384,,1274,,,,1915,,,,,,,,
2020-07-04,PE,27,29351,27097,,0,190,,15882,,4120,,2359,,,,6771,,,,,,,,
2020-07-04,PI,27,6755,3777,,0,,,3523,,1343,,994,,,,846,,,,,,,,
2020-07-04,PR,27,31404,24303,,0,185,,18305,,5791,,2433,,63,,4627,,,,,,,,
2020-07-04,RJ,27,66207,59565,,0,,,36920,,12408,,4716,,51,,12087,,,,,,,,
2020-07-04,RN,27,7588,5346,,0,,,3979,,1777,,534,,,,1213,,,,,,,,
2020-07-04,RO,27,3588,2757,,0,,,2133,,569,,350,,,,505,,,,,,,,
2020-07-04,RR,27,985,934,,0,,,577,,205,,,,,,,,,,,,,,
2020-07-04,RS,27,39022,29805,,0,,,22488,,6869,,3413,,,,5929,,,,,,,,
2020-07-04,SC,27,18595,13897,,0,106,,10694,,3414,,1653,,31,,2697,,,,,,,,
2020-07-04,SE,27,5679,3980,,0,,,3239,,868,,477,,,,1039,,,,,,,,
2020-07-04,SP,27,153142,122357,,0,759,,80177,,36906,,12986,,154,,22160,,,,,,,,
2020-07-04,TO,27,2485,1813,,0,,,1558,,,,229,,,,258,,,,,,,,
2020-07-03,AC,27,1705,1518,,0,,,938,,418,,122,,,,206,,,,,,,,
2020-07-03,AL,27,7108,6492,,0,,,4104,,1244,,740,,,,963,,,,,,,,
2020-07-03,AM,27,6450,8210,,0,81,,4027,,1057,,,,,,937,,,,,,,,
2020-07-03,AP,27,1146,651,,0,,,613,,235,,,,,,,,,,,,,,
2020-07-03,BA,27,28007,20065,,0,,,17635,,3194,,3150,,,,3933,,,,,,,,
2020-07-03,CE,27,19975,19322,,0,,,11943,,3939,,1525,,,,2479,,,,,,,,
2020-07-03,DF,27,6845,5639,,0,,,3421,,1611,,518,,,,1208,,,,,,,,
2020-07-03,ES,27,11531,9414,,0,,,6409,,2540,,683,,,,1876,,,,,,,,
2020-07-03,GO,27,14340,10757,,0,84,,7681,,3219,,1490,,,,1843,,,,,,,,
2020-07-03,MA,27,9241,8245,,0,,,6088,,1269,,890,,,,912,,,,,,,,
2020-07-03,MG,27,58690,44340,,0,1081,,32881,,10336,,5211,,99,,9082,,,,,,,,
2020-07-03,MS,27,7318,5574,,0,,,3914,,1726,,701,,,,912,,,,,,,,
2020-07-03,MT,27,5822,4381,,0,,,4592,,506,,339,,,,363,,,,,,,,
2020-07-03,PA,27,11392,9793,,0,108,,6416,,2169,,1252,,,,1432,,,,,,,,
2020-07-03,PB,27,12752,9517,,0,79,,7123,,2368,,1266,,,,1902,,,,,,,,
2020-07-03,PE,27,29147,27097,,0,187,,15770,,4088,,2347,,,,6726,,,,,,,,
2020-07-03,PI,27,6718,3777,,0,38,,3503,,1333,,991,,,,842,,,,,,,,
2020-07-03,PR,27,31209,24303,,0,,,18207,,5748,,2415,,,,4595,,,,,,,,
2020-07-03,RJ,27,65841,59565,,0,25,,36716,,12342,,4685,,50,,12023,,,,,,,,
2020-07-03,RN,27,7536,5346,,0,,,3955,,1762,,527,,,,1207,,,,,,,,
2020-07-03,RO,27,3569,2757,,0,,,2120,,565,,349,,,,504,,,,,,,,
2020-07-03,RR,27,983,934,,0,,,576,,204,,,,,,138,,,,,,,,
2020-07-03,RS,27,38742,29805,,0,292,,22320,,6822,,3391,,,,5886,,,,,,,,
2020-07-03,SC,27,18482,13897,,0,,,10631,,3390,,1645,,,,2682,,,,,,,,
2020-07-03,SE,27,5648,3980,,0,45,,3224,,860,,476,,,,1032,,,,,,,,
2020-07-03,SP,27,152262,122357,,0,756,,79743,,36672,,12903,,,,22035,,,,,,,,
2020-07-03,TO,27,2470,1813,,0,,,1548,,405,,228,,,,254,,,,,,,,
2020-07-02,AC,27,1692,1518,,0,,,931,,416,,,,,,204,,,,,,,,
2020-07-02,AL,27,7066,6492,,0,,,4075,,1240,,735,,,,959,,,,,,,,
2020-07-02,AM,27,6410,8210,,0,79,,4002,,1049,,320,,,,932,,,,,,,,
2020-07-02,AP,27,1139,651,,0,,,608,,,,,,,,,,,,,,,,
2020-07-02,BA,27,27849,20065,,0,,,17531,,3172,,3135,,,,3916,,,,,,,,
2020-07-02,CE,27,19866,19322,,0,,,11868,,3921,,1520,,25,,2468,,,,,,,,
2020-07-02,DF,27,6811,5639,,0,,,3401,,1600,,,,,,,,,,,,,,
2020-07-02,ES,27,11460,9414,,0,,,6376,,2521,,678,,,,1862,,,,,,,,
2020-07-02,GO,27,14251,10757,,0,81,,7642,,3199,,1480,,,,1826,,,,,,,,
2020-07-02,MA,27,9193,8245,,0,80,,6058,,1260,,887,,,,906,,,,,,,,
2020-07-02,MG,27,58367,44340,,0,1075,,32703,,10275,,5190,,,,9026,,,,,,,,
2020-07-02,MS,27,7255,5574,,0,46,,3878,,1715,,695,,19,,902,,,,,,,,
2020-07-02,MT,27,5787,4381,,0,,,4565,,503,,337,,,,360,,,,,,,,
2020-07-02,PA,27,11338,9793,,0,107,,6388,,2156,,1247,,,,1425,,,,,,,,
2020-07-02,PB,27,12666,9517,,0,77,,7074,,2353,,1255,,,,1893,,,,,,,,
2020-07-02,PE,27,28954,27097,,0,,,15662,,4062,,2326,,,,6690,,,,,,,,
2020-07-02,PI,27,6677,3777,,0,,,3485,,1323,,983,,,,838,,,,,,,,
2020-07-02,PR,27,31023,24303,,0,182,,18102,,5702,,2405,,62,,4570,,,,,,,,
2020-07-02,RJ,27,65468,59565,,0,,,36523,,12257,,4659,,,,11956,,,,,,,,
2020-07-02,RN,27,7492,5346,,0,70,,3935,,1754,,522,,,,1196,,,,,,,,
2020-07-02,RO,27,3553,2757,,0,,,2108,,564,,348,,,,502,,,,,,,,
2020-07-02,RR,27,976,934,,0,,,571,,203,,,,,,,,,,,,,,
2020-07-02,RS,27,38492,29805,,0,290,,22182,,6772,,3360,,31,,5857,,,,,,,,
2020-07-02,SC,27,18366,13897,,0,,,10570,,3364,,1631,,,,2667,,,,,,,,
2020-07-02,SE,27,5618,3980,,0,44,,3208,,855,,471,,,,1029,,,,,,,,
2020-07-02,SP,27,151288,122357,,0,750,,79238,,36386,,12831,,153,,21930,,,,,,,,
2020-07-02,TO,27,2453,1813,,0,,,1539,,,,,,,,,,,,,,,,
2020-07-01,AC,27,1687,1518,,0,,,930,,413,,120,,,,203,,,,,,,,
2020-07-01,AL,27,7010,6492,,0,51,,4037,,1230,,732,,,,954,,,,,,,,
2020-07-01,AM,27,6363,8210,,0,78,,3972,,1041,,318,,28,,926,,,,,,,,
2020-07-01,AP,27,1133,651,,0,,,602,,,,,,,,,,,,,,,,
2020-07-01,BA,27,27678,20065,,0,,,17419,,3154,,3117,,,,3893,,,,,,,,
2020-07-01,CE,27,19731,19322,,0,,,11791,,3891,,1511,,,,2450,,,,,,,,
2020-07-01,DF,27,6782,5639,,0,70,,3379,,1593,,517,,,,1206,,,,,,,,
2020-07-01,ES,27,11386,9414,,0,,,6339,,2500,,673,,,,1851,,,,,,,,
2020-07-01,GO,27,14159,10757,,0,,,7599,,3179,,1466,,,,1813,,,,,,,,
2020-07-01,MA,27,9136,8245,,0,,,6021,,1250,,881,,,,903,,,,,,,,
2020-07-01,MG,27,58021,44340,,0,1068,,32512,,10212,,5158,,,,8973,,,,,,,,
2020-07-01,MS,27,7208,5574,,0,,,3847,,1708,,692,,,,898,,,,,,,,
2020-07-01,MT,27,5738,4381,,0,,,4529,,497,,334,,,,,,,,,,,,
2020-07-01,PA,27,11292,9793,,0,,,6366,,2148,,1241,,,,1416,,,,,,,,
2020-07-01,PB,27,12581,9517,,0,,,7028,,2338,,1241,,,,1884,,,,,,,,
2020-07-01,PE,27,28803,27097,,0,185,,15586,,4035,,2313,,,,6655,,,,,,,,
2020-07-01,PI,27,6633,3777,,0,,,3458,,1316,,977,,,,834,,,,,,,,
2020-07-01,PR,27,30839,24303,,0,179,,17997,,5662,,2395,,,,4546,,,,,,,,
2020-07-01,RJ,27,65081,59565,,0,24,,36283,,12195,,4629,,,,11901,,,,,,,,
2020-07-01,RN,27,7459,5346,,0,,,3918,,1748,,520,,,,1190,,,,,,,,
2020-07-01,RO,27,3531,2757,,0,,,2098,,556,,347,,,,499,,,,,,,,
2020-07-01,RR,27,972,934,,0,,,568,,,,,,,,137,,,,,,,,
2020-07-01,RS,27,38202,29805,,0,286,,22017,,6717,,3335,,,,5817,,,,,,,,
2020-07-01,SC,27,18244,13897,,0,105,,10511,,3332,,1617,,,,2650,,,,,,,,
2020-07-01,SE,27,5588,3980,,0,,,3191,,849,,470,,,,1024,,,,,,,,
2020-07-01,SP,27,150400,122357,,0,745,,78775,,36137,,12757,,,,21835,,,,,,,,
2020-07-01,TO,27,2446,1813,,0,32,,1532,,404,,223,,,,252,,,,,,,,
2020-06-30,AC,27,1670,1518,,0,,,922,,410,,,,,,,,,,,,,,
2020-06-30,AL,27,6972,6492,,0,,,4016,,1221,,728,,,,951,,,,,,,,
2020-06-30,AM,27,6325,8210,,0,,,3951,,1036,,,,,,920,,,,,,,,
2020-06-30,AP,27,1130,651,,0,,,599,,233,,,,,,199,,,,,,,,
2020-06-30,BA,27,27505,20065,,0,,,17302,,3136,,3097,,41,,3875,,,,,,,,
2020-06-30,CE,27,19617,19322,,0,,,11724,,3864,,1503,,24,,2438,,,,,,,,
2020-06-30,DF,27,6749,5639,,0,,,3365,,1583,,512,,,,1203,,,,,,,,
2020-06-30,ES,27,11301,9414,,0,,,6289,,2482,,669,,,,1838,,,,,,,,
2020-06-30,GO,27,14068,10757,,0,79,,7561,,3152,,1454,,23,,1799,,,,,,,,
2020-06-30,MA,27,9084,8245,,0,,,5986,,1243,,875,,,,899,,,,,,,,
2020-06-30,MG,27,57700,44340,,0,1061,,32337,,10150,,5130,,98,,8924,,,,,,,,
2020-06-30,MS,27,7157,5574,,0,,,3822,,1698,,683,,,,891,,,,,,,,
2020-06-30,MT,27,5711,4381,,0,,,4506,,495,,332,,,,356,,,,,,,,
2020-06-30,PA,27,11234,9793,,0,,,6331,,2132,,1236,,,,1414,,,,,,,,
2020-06-30,PB,27,12516,9517,,0,,,6999,,2324,,1231,,,,1872,,,,,,,,
2020-06-30,PE,27,28621,27097,,0,,,15492,,4005,,2294,,,,6618,,,,,,,,
2020-06-30,PI,27,6586,3777,,0,,,3434,,1307,,968,,,,829,,,,,,,,
2020-06-30,PR,27,30660,24303,,0,,,17897,,5621,,2380,,,,4525,,,,,,,,
2020-06-30,RJ,27,64675,59565,,0,23,,36061,,12120,,4602,,,,11820,,,,,,,,
2020-06-30,RN,27,7406,5346,,0,68,,3885,,1739,,516,,15,,1183,,,,,,,,
2020-06-30,RO,27,3515,2757,,0,,,2087,,555,,345,,,,497,,,,,,,,
2020-06-30,RR,27,966,934,,0,,,563,,202,,63,,,,,,,,,,,,
2020-06-30,RS,27,37960,29805,,0,281,,21883,,6666,,3313,,30,,5787,,,,,,,,
2020-06-30,SC,27,18138,13897,,0,104,,10454,,3307,,1608,,,,2636,,,,,,,,
2020-06-30,SE,27,5560,3980,,0,,,3176,,846,,466,,,,1018,,,,,,,,
2020-06-30,SP,27,149521,122357,,0,742,,78336,,35901,,12678,,151,,21713,,,,,,,,
2020-06-30,TO,27,2433,1813,,0,,,1524,,402,,222,,,,251,,,,,,,,
2020-06-29,AC,27,1657,1518,,0,,,911,,,,,,,,,,,,,,,,
2020-06-29,AL,27,6940,6492,,0,50,,3995,,1216,,727,,,,946,,,,,,,,
2020-06-29,AM,27,6292,8210,,0,77,,3926,,1032,,314,,,,916,,,,,,,,
2020-06-29,AP,27,1125,651,,0,,,597,,231,,,,,,198,,,,,,,,
2020-06-29,BA,27,27358,20065,,0,54,,17203,,3115,,3084,,,,3862,,,,,,,,
2020-06-29,CE,27,19515,19322,,0,64,,11667,,3843,,1491,,,,2427,,,,,,,,
2020-06-29,DF,27,6700,5639,,0,,,3343,,1569,,510,,,,1192,,,,,,,,
2020-06-29,ES,27,11231,9414,,0,,,6239,,2474,,666,,,,1829,,,,,,,,
2020-06-29,GO,27,13995,10757,,0,78,,7527,,3131,,1449,,,,1788,,,,,,,,
2020-06-29,MA,27,9031,8245,,0,79,,5951,,1237,,868,,,,894,,,,,,,,
2020-06-29,MG,27,57407,44340,,0,1057,,32169,,10096,,5105,,97,,8883,,,,,,,,
2020-06-29,MS,27,7097,5574,,0,,,3793,,1681,,676,,,,884,,,,,,,,
2020-06-29,MT,27,5678,4381,,0,,,4484,,491,,328,,,,353,,,,,,,,
2020-06-29,PA,27,11190,9793,,0,,,6306,,2125,,1231,,,,1407,,,,,,,,
2020-06-29,PB,27,12430,9517,,0,76,,6944,,2307,,1227,,,,1862,,,,,,,,
2020-06-29,PE,27,28472,27097,,0,183,,15410,,3985,,2285,,,,6580,,,,,,,,
2020-06-29,PI,27,6551,3777,,0,,,3414,,1305,,961,,,,823,,,,,,,,
2020-06-29,PR,27,30433,24303,,0,177,,17760,,5579,,2363,,,,4494,,,,,,,,
2020-06-29,RJ,27,64288,59565,,0,,,35841,,12039,,4574,,,,11763,,,,,,,,
2020-06-29,RN,27,7367,5346,,0,,,3863,,1729,,515,,,,1179,,,,,,,,
2020-06-29,RO,27,3490,2757,,0,,,2073,,,,344,,,,493,,,,,,,,
2020-06-29,RR,27,956,934,,0,,,559,,,,,,,,136,,,,,,,,
2020-06-29,RS,27,37720,29805,,0,279,,21754,,6622,,3291,,,,5745,,,,,,,,
2020-06-29,SC,27,18027,13897,,0,103,,10394,,3283,,1596,,,,2622,,,,,,,,
2020-06-29,SE,27,5535,3980,,0,,,3158,,844,,465,,,,1014,,,,,,,,
2020-06-29,SP,27,148616,122357,,0,738,,77846,,35681,,12590,,150,,21611,,,,,,,,
2020-06-29,TO,27,2415,1813,,0,,,1513,,,,220,,,,248,,,,,,,,
2020-06-28,AC,27,1655,1518,,0,,,909,,408,,,,,,201,,,,,,,,
2020-06-28,AL,27,6895,6492,,0,48,,3970,,1206,,724,,,,941,,,,,,,,
2020-06-28,AM,27,6260,8210,,0,76,,3903,,1029,,313,,,,912,,,,,,,,
2020-06-28,AP,27,1118,651,,0,,,595,,228,,,,,,196,,,,,,,,
2020-06-28,BA,27,27211,20065,,0,,,17106,,3095,,3073,,,,3844,,,,,,,,
2020-06-28,CE,27,19414,19322,,0,63,,11608,,3827,,1481,,,,2412,,,,,,,,
2020-06-28,DF,27,6661,5639,,0,,,3329,,1553,,508,,,,1185,,,,,,,,
2020-06-28,ES,27,11173,9414,,0,,,6207,,2462,,663,,,,1818,,,,,,,,
2020-06-28,GO,27,13911,10757,,0,,,7478,,3116,,1436,,,,1782,,,,,,,,
2020-06-28,MA,27,8982,8245,,0,,,5918,,1231,,865,,,,888,,,,,,,,
2020-06-28,MG,27,57037,44340,,0,1047,,31981,,10021,,5062,,96,,8830,,,,,,,,
2020-06-28,MS,27,7054,5574,,0,,,3773,,1669,,672,,,,877,,,,,,,,
2020-06-28,MT,27,5647,4381,,0,,,4458,,490,,326,,10,,,,,,,,,,
2020-06-28,PA,27,11148,9793,,0,,,6282,,2120,,1224,,,,1401,,,,,,,,
2020-06-28,PB,27,12352,9517,,0,,,6897,,2288,,1222,,14,,1856,,,,,,,,
2020-06-28,PE,27,28295,27097,,0,,,15316,,3968,,2265,,,,6536,,,,,,,,
2020-06-28,PI,27,6512,3777,,0,,,3390,,1297,,959,,,,818,,,,,,,,
2020-06-28,PR,27,30230,24303,,0,176,,17652,,5531,,2341,,60,,4470,,,,,,,,
2020-06-28,RJ,27,63918,59565,,0,22,,35627,,11965,,4551,,,,11704,,,,,,,,
2020-06-28,RN,27,7324,5346,,0,,,3838,,1720,,512,,,,1173,,,,,,,,
2020-06-28,RO,27,3479,2757,,0,,,2066,,549,,343,,,,490,,,,,,,,
2020-06-28,RR,27,952,934,,0,,,556,,197,,,,,,,,,,,,,,
2020-06-28,RS,27,37453,29805,,0,278,,21602,,6564,,3272,,,,5708,,,,,,,,
2020-06-28,SC,27,17907,13897,,0,101,,10328,,3260,,1584,,29,,2605,,,,,,,,
2020-06-28,SE,27,5493,3980,,0,,,3132,,836,,461,,,,1010,,,,,,,,
2020-06-28,SP,27,147648,122357,,0,736,,77380,,35402,,12518,,,,21464,,,,,,,,
2020-06-28,TO,27,2409,1813,,0,,,1509,,400,,219,,,,,,,,,,,,
2020-06-27,AC,26,1650,1518,,0,,,906,,407,,116,,,,200,,,,,,,,
2020-06-27,AL,26,6856,6492,,0,,,3950,,1198,,723,,,,932,,,,,,,,
2020-06-27,AM,26,6218,8210,,0,75,,3875,,1022,,310,,,,909,,,,,,,,
2020-06-27,AP,26,1112,651,,0,,,593,,,,,,,,193,,,,,,,,
2020-06-27,BA,26,27063,20065,,0,,,17021,,3079,,3055,,,,3815,,,,,,,,
2020-06-27,CE,26,19312,19322,,0,,,11544,,3806,,1475,,,,2402,,,,,,,,
2020-06-27,DF,26,6609,5639,,0,,,3300,,1542,,502,,,,1179,,,,,,,,
2020-06-27,ES,26,11114,9414,,0,,,6171,,2451,,661,,,,1808,,,,,,,,
2020-06-27,GO,26,13838,10757,,0,,,7445,,3095,,1427,,22,,1772,,,,,,,,
2020-06-27,MA,26,8937,8245,,0,,,5885,,1225,,861,,,,886,,,,,,,,
2020-06-27,MG,26,56702,44340,,0,1046,,31800,,9951,,5037,,95,,8773,,,,,,,,
2020-06-27,MS,26,7012,5574,,0,,,3750,,1657,,667,,18,,875,,,,,,,,
2020-06-27,MT,26,5614,4381,,0,,,4431,,486,,325,,,,351,,,,,,,,
2020-06-27,PA,26,11101,9793,,0,,,6252,,2114,,1218,,,,1396,,,,,,,,
2020-06-27,PB,26,12285,9517,,0,,,6861,,2276,,1215,,,,1845,,,,,,,,
2020-06-27,PE,26,28129,27097,,0,,,15231,,3941,,2251,,,,6496,,,,,,,,
2020-06-27,PI,26,6482,3777,,0,,,3376,,1293,,953,,,,812,,,,,,,,
2020-06-27,PR,26,30033,24303,,0,175,,17541,,5497,,2319,,,,4442,,,,,,,,
2020-06-27,RJ,26,63529,59565,,0,,,35403,,11895,,4522,,,,11639,,,,,,,,
2020-06-27,RN,26,7281,5346,,0,,,3821,,1705,,509,,,,1165,,,,,,,,
2020-06-27,RO,26,3460,2757,,0,,,2056,,546,,341,,,,,,,,,,,,
2020-06-27,RR,26,949,934,,0,1,,554,,196,,,,,,135,,,,,,,,
2020-06-27,RS,26,37197,29805,,0,277,,21446,,6527,,3247,,,,5671,,,,,,,,
2020-06-27,SC,26,17799,13897,,0,,,10268,,3240,,1570,,28,,2593,,,,,,,,
2020-06-27,SE,26,5456,3980,,0,,,3108,,831,,459,,,,1004,,,,,,,,
2020-06-27,SP,26,146650,122357,,0,727,,76897,,35120,,12433,,148,,21325,,,,,,,,
2020-06-27,TO,26,2399,1813,,0,,,1501,,399,,,,,,,,,,,,,,
2020-06-26,AC,26,1638,1518,,0,,,900,,404,,,,,,198,,,,,,,,
2020-06-26,AL,26,6804,6492,,0,,,3924,,1189,,718,,,,920,,,,,,,,
2020-06-26,AM,26,6181,8210,,0,,,3856,,1017,,307,,,,900,,,,,,,,
2020-06-26,AP,26,1108,651,,0,,,,,227,,,,,,,,,,,,,,
2020-06-26,BA,26,26885,20065,,0,,,16911,,3057,,3032,,40,,3792,,,,,,,,
2020-06-26,CE,26,19203,19322,,0,62,,11483,,3790,,1460,,,,2385,,,,,,,,
2020-06-26,DF,26,6566,5639,,0,,,3279,,1533,,497,,17,,1171,,,,,,,,
2020-06-26,ES,26,11044,9414,,0,,,6126,,2444,,657,,,,1794,,,,,,,,
2020-06-26,GO,26,13748,10757,,0,,,7392,,3079,,1421,,,,1759,,,,,,,,
2020-06-26,MA,26,8874,8245,,0,,,5841,,1217,,856,,,,880,,,,,,,,
2020-06-26,MG,26,56365,44340,,0,1036,,31617,,9873,,5007,,92,,8740,,,,,,,,
2020-06-26,MS,26,6966,5574,,0,,,3723,,1648,,660,,,,873,,,,,,,,
2020-06-26,MT,26,5590,4381,,0,,,4416,,484,,321,,,,348,,,,,,,,
2020-06-26,PA,26,11053,9793,,0,,,6221,,2106,,1214,,,,1391,,,,,,,,
2020-06-26,PB,26,12226,9517,,0,,,6826,,2263,,1213,,,,1836,,,,,,,,
2020-06-26,PE,26,27956,27097,,0,,,15135,,3919,,2242,,,,6450,,,,,,,,
2020-06-26,PI,26,6448,3777,,0,37,,3363,,1285,,945,,,,807,,,,,,,,
2020-06-26,PR,26,29812,24303,,0,173,,17411,,5449,,2303,,,,4417,,,,,,,,
2020-06-26,RJ,26,63172,59565,,0,,,35210,,11814,,4495,,,,11583,,,,,,,,
2020-06-26,RN,26,7235,5346,,0,67,,3797,,1693,,508,,,,1156,,,,,,,,
2020-06-26,RO,26,3446,2757,,0,,,2047,,,,,,,,486,,,,,,,,
2020-06-26,RR,26,940,934,,0,,,552,,192,,,,,,,,,,,,,,
2020-06-26,RS,26,36922,29805,,0,272,,21303,,6465,,3217,,,,5636,,,,,,,,
2020-06-26,SC,26,17679,13897,,0,100,,10209,,3215,,1555,,,,2573,,,,,,,,
2020-06-26,SE,26,5418,3980,,0,,,3087,,826,,454,,,,997,,,,,,,,
2020-06-26,SP,26,145745,122357,,0,725,,76440,,34874,,12356,,147,,21203,,,,,,,,
2020-06-26,TO,26,2391,1813,,0,,,1498,,394,,218,,,,247,,,,,,,,
2020-06-25,AC,26,1629,1518,,0,,,896,,401,,115,,,,196,,,,,,,,
2020-06-25,AL,26,6757,6492,,0,47,,3893,,1186,,713,,,,912,,,,,,,,
2020-06-25,AM,26,6151,8210,,0,,,3838,,1012,,305,,,,895,,,,,,,,
